seed,method,n,task_success,ci95_task_success,unsafe_commit_rate,ci95_unsafe_commit_rate,disagreement_family_accuracy,ci95_disagreement_family_accuracy,useful_disagreement_recall,ci95_useful_disagreement_recall,noise_false_alarm_rate,ci95_noise_false_alarm_rate,protocol_cost,ci95_protocol_cost,planning_regret_to_oracle,ci95_planning_regret_to_oracle,robust_utility,ci95_robust_utility,intervention_rate,ci95_intervention_rate,deployment_coverage,ci95_deployment_coverage
0,conformal_filter_only,192,0.339274,0.018815,0.107578,0.007711,0.542535,0.031477,0.012153,0.007029,0.055556,0.020517,0.140561,0.006646,0.567952,0.031428,-0.082492,0.030191,0.421875,0.037599,0.605903,0.034137
0,full_risk_bounded_typed_disagreement_protocol_v5,192,0.585994,0.009324,0.117872,0.006122,0.568576,0.029961,0.490451,0.050268,0.009549,0.006466,0.194145,0.008068,0.294878,0.019014,0.190582,0.017515,0.518229,0.050451,0.999132,0.001701
0,no_fixed_risk_budget,192,0.631242,0.013844,0.081864,0.003064,0.527778,0.034230,0.662326,0.058569,0.019965,0.009982,0.223417,0.008483,0.191667,0.015772,0.293794,0.017291,0.724826,0.056153,0.995660,0.004471
0,no_probe_action,192,0.594930,0.008892,0.114951,0.006206,0.521701,0.029730,0.237847,0.047915,0.007812,0.006050,0.183408,0.006811,0.271809,0.018522,0.213652,0.016915,0.516493,0.050750,1.000000,0.000000
0,no_protocol_cost_model,192,0.550304,0.008167,0.135455,0.010917,0.552951,0.030687,0.459201,0.059030,0.011285,0.006410,0.189996,0.009549,0.366154,0.029831,0.119307,0.027977,0.475694,0.057996,1.000000,0.000000
0,no_recovery_branch,192,0.569850,0.009091,0.122043,0.006576,0.519965,0.028557,0.415799,0.054640,0.006944,0.005304,0.189072,0.007917,0.316456,0.021942,0.169005,0.019782,0.504340,0.051257,1.000000,0.000000
0,no_type_classifier,192,0.538932,0.008361,0.149694,0.009027,0.553819,0.026535,0.207465,0.036246,0.036458,0.015710,0.166571,0.005973,0.392836,0.028787,0.092625,0.025985,0.358507,0.039663,0.998264,0.002400
0,no_value_of_information_gate,192,0.593163,0.009067,0.107458,0.006436,0.540799,0.029521,0.572917,0.055308,0.013021,0.008327,0.207246,0.008776,0.273777,0.018852,0.211684,0.017322,0.601562,0.054419,1.000000,0.000000
0,recovery_only_protocol,192,0.617092,0.010650,0.104958,0.009089,0.562500,0.027026,0.077257,0.033590,0.099826,0.034461,0.168376,0.008377,0.217140,0.026666,0.268321,0.024068,0.575521,0.050591,1.000000,0.000000
0,v4_protocol_rules,192,0.631992,0.013940,0.080359,0.002916,0.537326,0.030101,0.681424,0.059227,0.024306,0.011044,0.225670,0.008512,0.189372,0.015506,0.296089,0.017075,0.736979,0.055925,0.994792,0.004113
1,conformal_filter_only,192,0.338767,0.018646,0.109312,0.007771,0.523438,0.029507,0.010417,0.007864,0.067708,0.024143,0.139550,0.006428,0.570139,0.030194,-0.085914,0.028990,0.414931,0.035862,0.606771,0.034296
1,full_risk_bounded_typed_disagreement_protocol_v5,192,0.585043,0.009534,0.118275,0.005694,0.526042,0.030291,0.483507,0.048161,0.007812,0.006050,0.193229,0.007875,0.294838,0.018512,0.189387,0.016942,0.513021,0.049080,0.999132,0.001701
1,no_fixed_risk_budget,192,0.627201,0.014131,0.081088,0.002914,0.547743,0.030858,0.674479,0.058711,0.026910,0.012300,0.225614,0.008416,0.195256,0.015583,0.288968,0.017203,0.736979,0.055086,0.991319,0.005252
1,no_probe_action,192,0.594727,0.009201,0.114369,0.006109,0.537326,0.029613,0.243056,0.048599,0.006076,0.005592,0.183837,0.006742,0.269794,0.018545,0.214430,0.016849,0.519965,0.050206,1.000000,0.000000
1,no_protocol_cost_model,192,0.549055,0.007629,0.136466,0.010298,0.533854,0.028701,0.443576,0.056756,0.004340,0.005624,0.187609,0.009371,0.366721,0.027892,0.117503,0.026125,0.461806,0.056984,1.000000,0.000000
1,no_recovery_branch,192,0.569619,0.008787,0.120386,0.005996,0.540799,0.030107,0.407118,0.051441,0.012153,0.007431,0.190467,0.007439,0.312782,0.020232,0.171442,0.018337,0.514757,0.048052,1.000000,0.000000
1,no_type_classifier,192,0.534678,0.007670,0.149158,0.009046,0.539062,0.030727,0.190104,0.034507,0.050347,0.021064,0.168026,0.006326,0.396077,0.027971,0.088148,0.025131,0.365451,0.041640,0.996528,0.003376
1,no_value_of_information_gate,192,0.590235,0.008655,0.108216,0.006079,0.540799,0.030299,0.562500,0.054132,0.011285,0.007261,0.207010,0.008710,0.276971,0.017061,0.207253,0.015886,0.598958,0.053790,1.000000,0.000000
1,recovery_only_protocol,192,0.613268,0.010326,0.105529,0.009114,0.530382,0.032033,0.077257,0.032890,0.102431,0.036565,0.168352,0.008483,0.221732,0.026134,0.262493,0.023499,0.574653,0.051046,0.996528,0.003376
1,v4_protocol_rules,192,0.630065,0.014372,0.080338,0.002806,0.519965,0.026659,0.672743,0.058814,0.025174,0.012607,0.225552,0.008528,0.190698,0.015567,0.293526,0.017220,0.736111,0.055608,0.991319,0.005252
2,conformal_filter_only,192,0.348192,0.018447,0.112180,0.007921,0.562500,0.030941,0.011285,0.006849,0.059028,0.019740,0.136307,0.006554,0.561371,0.029828,-0.076137,0.028530,0.397569,0.036645,0.626736,0.034413
2,full_risk_bounded_typed_disagreement_protocol_v5,192,0.583323,0.009285,0.120160,0.006205,0.526910,0.028949,0.484375,0.048618,0.006076,0.006090,0.192146,0.007915,0.300766,0.019415,0.184468,0.017756,0.508681,0.049835,1.000000,0.000000
2,no_fixed_risk_budget,192,0.625855,0.014646,0.080955,0.003047,0.555556,0.030260,0.674479,0.058612,0.025174,0.014131,0.225808,0.008531,0.198029,0.016018,0.287205,0.018032,0.734375,0.055703,0.988715,0.006410
2,no_probe_action,192,0.591320,0.008459,0.116534,0.006081,0.519965,0.030717,0.227431,0.045597,0.007812,0.005548,0.181874,0.006439,0.277601,0.018302,0.207633,0.016395,0.507812,0.048626,1.000000,0.000000
2,no_protocol_cost_model,192,0.551857,0.007944,0.133325,0.009851,0.519097,0.031430,0.453993,0.057706,0.009549,0.006000,0.190322,0.009202,0.359916,0.027169,0.125317,0.025247,0.479167,0.056241,1.000000,0.000000
2,no_recovery_branch,192,0.570226,0.008886,0.120359,0.005900,0.542535,0.028365,0.415799,0.052133,0.006076,0.005044,0.189878,0.007595,0.312903,0.020471,0.172331,0.018324,0.510417,0.049063,0.999132,0.001701
2,no_type_classifier,192,0.536344,0.008323,0.150585,0.009209,0.528646,0.027891,0.191840,0.035969,0.040799,0.017015,0.165628,0.006116,0.396689,0.028954,0.088545,0.026008,0.350694,0.040148,0.997396,0.002931
2,no_value_of_information_gate,192,0.593540,0.009624,0.106145,0.006199,0.565972,0.028129,0.578993,0.056056,0.013889,0.007755,0.208238,0.008794,0.270980,0.018144,0.214254,0.017033,0.607639,0.054424,1.000000,0.000000
2,recovery_only_protocol,192,0.615571,0.010349,0.104199,0.008873,0.539931,0.030466,0.079861,0.034113,0.102431,0.035761,0.169643,0.008294,0.218033,0.025627,0.267200,0.022986,0.583333,0.050025,0.998264,0.002400
2,v4_protocol_rules,192,0.628266,0.014481,0.081363,0.003017,0.536458,0.030932,0.671007,0.058669,0.023438,0.012206,0.224712,0.008481,0.194794,0.015862,0.290440,0.017675,0.731771,0.055844,0.993056,0.005304
3,conformal_filter_only,192,0.343377,0.017836,0.111904,0.008128,0.555556,0.028781,0.013021,0.007203,0.065104,0.021148,0.137990,0.006363,0.568665,0.029758,-0.083242,0.028460,0.407986,0.036004,0.618924,0.033044
3,full_risk_bounded_typed_disagreement_protocol_v5,192,0.585202,0.009613,0.120628,0.005936,0.546875,0.029684,0.469618,0.048687,0.006944,0.005827,0.189931,0.007666,0.298745,0.019515,0.186677,0.017843,0.493924,0.048631,0.999132,0.001701
3,no_fixed_risk_budget,192,0.625448,0.014102,0.082108,0.003173,0.520833,0.028697,0.659722,0.058040,0.022569,0.010853,0.223752,0.008522,0.199529,0.016160,0.285893,0.017742,0.723090,0.055929,0.989583,0.005722
3,no_probe_action,192,0.587083,0.008562,0.121054,0.006696,0.530382,0.030064,0.214410,0.043799,0.009549,0.006902,0.178683,0.006550,0.289737,0.019943,0.195686,0.018116,0.480035,0.048496,1.000000,0.000000
3,no_protocol_cost_model,192,0.554677,0.007274,0.132224,0.009834,0.558160,0.030876,0.456597,0.056960,0.014757,0.008268,0.191262,0.009144,0.355521,0.026269,0.129901,0.024595,0.482639,0.055326,1.000000,0.000000
3,no_recovery_branch,192,0.568099,0.009326,0.125201,0.006611,0.557292,0.031237,0.399306,0.051513,0.003472,0.004149,0.185386,0.007535,0.322535,0.022534,0.162888,0.020480,0.480903,0.049188,1.000000,0.000000
3,no_type_classifier,192,0.539199,0.007717,0.148795,0.008841,0.501736,0.030227,0.188368,0.035445,0.037326,0.017343,0.165286,0.006405,0.389847,0.027690,0.095575,0.024798,0.349826,0.042239,0.997396,0.002931
3,no_value_of_information_gate,192,0.588060,0.008132,0.110612,0.006432,0.543403,0.030178,0.552083,0.054085,0.017361,0.010777,0.205128,0.008472,0.284299,0.018144,0.201123,0.016402,0.586806,0.052242,1.000000,0.000000
3,recovery_only_protocol,192,0.614685,0.010500,0.105414,0.009313,0.567708,0.027096,0.072917,0.032601,0.105035,0.036296,0.168875,0.008342,0.221053,0.027303,0.264370,0.024394,0.578125,0.050310,0.999132,0.001701
3,v4_protocol_rules,192,0.628951,0.013980,0.082735,0.003247,0.522569,0.027105,0.672743,0.058962,0.016493,0.008202,0.222798,0.008706,0.195975,0.015928,0.289447,0.017585,0.717014,0.056845,0.993056,0.004723
4,conformal_filter_only,192,0.354178,0.017842,0.113392,0.007860,0.529514,0.028847,0.016493,0.007839,0.057292,0.019696,0.135477,0.006391,0.555230,0.030176,-0.070135,0.028970,0.395833,0.036387,0.636285,0.032484
4,full_risk_bounded_typed_disagreement_protocol_v5,192,0.589590,0.009686,0.115242,0.005832,0.522569,0.028364,0.505208,0.050310,0.007812,0.006050,0.195609,0.007963,0.286154,0.018557,0.198941,0.017355,0.530382,0.049985,0.999132,0.001701
4,no_fixed_risk_budget,192,0.631296,0.014016,0.081241,0.003137,0.554688,0.027523,0.671875,0.058939,0.023438,0.012206,0.224418,0.008541,0.190768,0.015666,0.294327,0.017296,0.730903,0.056150,0.994792,0.004113
4,no_probe_action,192,0.592514,0.008463,0.115540,0.006493,0.538194,0.030223,0.223958,0.045751,0.004340,0.004471,0.182653,0.006762,0.274625,0.019336,0.210470,0.017333,0.512153,0.050516,1.000000,0.000000
4,no_protocol_cost_model,192,0.553077,0.007799,0.134171,0.010149,0.562500,0.030941,0.453993,0.057403,0.009549,0.006902,0.189219,0.009324,0.359648,0.027986,0.125447,0.025773,0.471354,0.056867,1.000000,0.000000
4,no_recovery_branch,192,0.569417,0.008787,0.121007,0.006261,0.530382,0.030257,0.418403,0.053018,0.007812,0.005548,0.190073,0.007727,0.315134,0.021182,0.169961,0.019052,0.510417,0.049594,0.999132,0.001701
4,no_type_classifier,192,0.538524,0.008006,0.150026,0.009477,0.559028,0.028642,0.180556,0.035318,0.050347,0.019485,0.165753,0.006360,0.393038,0.028908,0.092057,0.025884,0.354167,0.042441,0.998264,0.002400
4,no_value_of_information_gate,192,0.593325,0.009002,0.106039,0.006149,0.526042,0.028098,0.574653,0.054945,0.016493,0.008883,0.208947,0.008700,0.271318,0.017204,0.213777,0.016153,0.610243,0.053537,1.000000,0.000000
4,recovery_only_protocol,192,0.612994,0.010615,0.106763,0.009150,0.566840,0.030137,0.073785,0.033225,0.098090,0.032746,0.166273,0.008232,0.223753,0.026981,0.261342,0.024047,0.561632,0.049579,0.998264,0.002400
4,v4_protocol_rules,192,0.625456,0.014373,0.082601,0.003345,0.539062,0.027845,0.669271,0.058273,0.019965,0.010270,0.223339,0.008551,0.199991,0.016372,0.285104,0.018187,0.720486,0.055955,0.989583,0.005722
5,conformal_filter_only,192,0.348758,0.019320,0.110631,0.007838,0.567708,0.030530,0.013889,0.008472,0.055556,0.020939,0.136884,0.006472,0.560360,0.031621,-0.073521,0.030507,0.401042,0.036038,0.622396,0.034936
5,full_risk_bounded_typed_disagreement_protocol_v5,192,0.589995,0.009479,0.115730,0.005550,0.544271,0.030584,0.505208,0.048961,0.006944,0.006306,0.194847,0.007803,0.287844,0.017974,0.198995,0.016717,0.525174,0.049104,1.000000,0.000000
5,no_fixed_risk_budget,192,0.630315,0.014057,0.081434,0.003056,0.542535,0.029174,0.679688,0.058791,0.019965,0.011087,0.224087,0.008532,0.193877,0.015561,0.292962,0.017565,0.725694,0.056213,0.993924,0.005044
5,no_probe_action,192,0.599113,0.009013,0.111252,0.005623,0.523438,0.030856,0.241319,0.047564,0.003472,0.003376,0.185032,0.006678,0.262001,0.016706,0.224838,0.015661,0.529514,0.049791,1.000000,0.000000
5,no_protocol_cost_model,192,0.558701,0.007460,0.129847,0.009526,0.552951,0.028829,0.467882,0.057136,0.007812,0.004996,0.191802,0.009272,0.348063,0.025518,0.138776,0.024019,0.488715,0.056166,1.000000,0.000000
5,no_recovery_branch,192,0.567623,0.008137,0.121442,0.006190,0.537326,0.031239,0.415799,0.052355,0.005208,0.004113,0.189674,0.007739,0.319542,0.020121,0.167297,0.018480,0.505208,0.048961,0.998264,0.002400
5,no_type_classifier,192,0.543504,0.006915,0.145652,0.008806,0.543403,0.029098,0.191840,0.033714,0.045139,0.019443,0.167974,0.006267,0.381541,0.026715,0.105298,0.023791,0.369792,0.041252,0.999132,0.001701
5,no_value_of_information_gate,192,0.594218,0.009343,0.107005,0.006153,0.550347,0.027531,0.572049,0.055357,0.013021,0.006787,0.206836,0.008636,0.272818,0.017898,0.214021,0.016881,0.598958,0.053844,1.000000,0.000000
5,recovery_only_protocol,192,0.615665,0.010111,0.105660,0.008944,0.553819,0.028132,0.072049,0.031506,0.096354,0.034994,0.167050,0.008501,0.220752,0.025952,0.266087,0.023095,0.566840,0.051349,0.999132,0.001701
5,v4_protocol_rules,192,0.628833,0.014056,0.080720,0.003019,0.531250,0.027253,0.671875,0.057994,0.023438,0.010681,0.224658,0.008390,0.194761,0.015670,0.292079,0.017723,0.731771,0.055268,0.991319,0.006263
6,conformal_filter_only,192,0.349488,0.018240,0.110821,0.007627,0.544271,0.028618,0.015625,0.008750,0.053819,0.018371,0.136695,0.006389,0.559042,0.031556,-0.072505,0.030138,0.401042,0.036359,0.625000,0.032635
6,full_risk_bounded_typed_disagreement_protocol_v5,192,0.590578,0.009433,0.115712,0.006170,0.538194,0.030701,0.495660,0.050340,0.006076,0.005044,0.194825,0.008120,0.286902,0.019635,0.199634,0.018091,0.524306,0.051286,1.000000,0.000000
6,no_fixed_risk_budget,192,0.630128,0.013726,0.082387,0.003377,0.543403,0.029888,0.657986,0.058086,0.020833,0.009186,0.222635,0.008497,0.194841,0.016186,0.291696,0.017559,0.717882,0.056030,0.993924,0.006090
6,no_probe_action,192,0.596688,0.008092,0.113491,0.006088,0.532986,0.029372,0.228299,0.046364,0.008681,0.005780,0.183692,0.006556,0.268304,0.017964,0.218233,0.016128,0.519097,0.049307,0.999132,0.001701
6,no_protocol_cost_model,192,0.555009,0.007890,0.133754,0.010136,0.526042,0.029314,0.451389,0.057334,0.006076,0.004430,0.188854,0.009313,0.357985,0.028038,0.128551,0.026138,0.468750,0.056865,1.000000,0.000000
6,no_recovery_branch,192,0.571417,0.007385,0.119764,0.005935,0.533854,0.029501,0.413194,0.051682,0.005208,0.004113,0.190841,0.007759,0.312188,0.019533,0.174348,0.017531,0.513021,0.048902,1.000000,0.000000
6,no_type_classifier,192,0.543790,0.006851,0.146507,0.008808,0.547743,0.029607,0.193576,0.034202,0.042535,0.016757,0.167313,0.006245,0.382181,0.027113,0.104355,0.024210,0.366319,0.041240,1.000000,0.000000
6,no_value_of_information_gate,192,0.596265,0.008626,0.106084,0.006345,0.542535,0.029174,0.579861,0.055378,0.016493,0.008550,0.208526,0.008643,0.269623,0.018033,0.216913,0.016584,0.608507,0.053336,1.000000,0.000000
6,recovery_only_protocol,192,0.612425,0.009804,0.108522,0.009006,0.539931,0.028696,0.071181,0.030751,0.095486,0.032856,0.164401,0.008117,0.228131,0.026239,0.258405,0.023280,0.550347,0.048862,0.999132,0.001701
6,v4_protocol_rules,192,0.629976,0.013732,0.082143,0.003419,0.562500,0.029889,0.660590,0.058566,0.023438,0.012206,0.222859,0.008512,0.195186,0.016344,0.291350,0.017712,0.719618,0.055946,0.991319,0.005252
7,conformal_filter_only,192,0.330210,0.018615,0.101753,0.007354,0.548611,0.027382,0.013889,0.009446,0.061632,0.019654,0.144629,0.006593,0.570955,0.029910,-0.086745,0.028498,0.445312,0.037386,0.582465,0.034456
7,full_risk_bounded_typed_disagreement_protocol_v5,192,0.589178,0.009702,0.115343,0.005858,0.531250,0.029410,0.508681,0.050761,0.010417,0.007484,0.196512,0.007951,0.286346,0.018974,0.197864,0.017369,0.537326,0.050239,1.000000,0.000000
7,no_fixed_risk_budget,192,0.626507,0.013789,0.082896,0.003120,0.521701,0.027066,0.671007,0.058171,0.013889,0.008472,0.223162,0.008824,0.198008,0.015405,0.286203,0.017059,0.717882,0.057517,0.992188,0.004996
7,no_probe_action,192,0.595732,0.008432,0.113272,0.005774,0.564236,0.027372,0.237847,0.046809,0.004340,0.003764,0.184060,0.006735,0.266520,0.016924,0.217691,0.015435,0.523438,0.050234,1.000000,0.000000
7,no_protocol_cost_model,192,0.555595,0.007788,0.131710,0.009751,0.508681,0.027794,0.469618,0.057155,0.007812,0.005548,0.191403,0.009307,0.352359,0.026663,0.131852,0.024829,0.485243,0.056460,1.000000,0.000000
7,no_recovery_branch,192,0.571224,0.008957,0.119384,0.006365,0.555556,0.029282,0.434028,0.054478,0.012153,0.008177,0.192881,0.007792,0.310648,0.021215,0.173563,0.019151,0.528646,0.050180,1.000000,0.000000
7,no_type_classifier,192,0.542357,0.007334,0.144599,0.008567,0.555556,0.028271,0.200521,0.035988,0.047743,0.017829,0.170148,0.006265,0.379458,0.026373,0.104753,0.023680,0.386285,0.041491,0.998264,0.002400
7,no_value_of_information_gate,192,0.597197,0.009703,0.103814,0.006074,0.564236,0.027794,0.593750,0.056247,0.014757,0.008945,0.210976,0.008914,0.263089,0.017692,0.221122,0.016741,0.625000,0.055012,1.000000,0.000000
7,recovery_only_protocol,192,0.614607,0.010654,0.104578,0.009238,0.542535,0.030539,0.074653,0.033492,0.106771,0.036194,0.170029,0.008285,0.219076,0.026955,0.265134,0.024191,0.585938,0.049965,0.998264,0.002400
7,v4_protocol_rules,192,0.625343,0.014257,0.081285,0.002963,0.534722,0.028629,0.663194,0.058047,0.026910,0.012765,0.225009,0.008381,0.198066,0.015999,0.286145,0.017735,0.730903,0.055051,0.986979,0.007203
8,conformal_filter_only,192,0.350348,0.018292,0.115236,0.008596,0.565104,0.028934,0.013889,0.007370,0.070312,0.024886,0.135206,0.006621,0.565880,0.029434,-0.078978,0.028612,0.391493,0.037045,0.631076,0.034551
8,full_risk_bounded_typed_disagreement_protocol_v5,192,0.588632,0.009255,0.117056,0.005983,0.525174,0.029379,0.491319,0.049718,0.005208,0.004768,0.193174,0.007897,0.291016,0.018943,0.195887,0.017383,0.515625,0.050034,1.000000,0.000000
8,no_fixed_risk_budget,192,0.629400,0.013630,0.080985,0.003212,0.551215,0.028690,0.663194,0.058695,0.031250,0.014195,0.225395,0.008328,0.194783,0.015289,0.292119,0.016997,0.734375,0.054702,0.993924,0.004430
8,no_probe_action,192,0.599601,0.008684,0.110821,0.005884,0.511285,0.029155,0.241319,0.048533,0.010417,0.007484,0.185331,0.006603,0.261031,0.017561,0.225872,0.016023,0.532986,0.049336,0.999132,0.001701
8,no_protocol_cost_model,192,0.555261,0.007346,0.132857,0.010014,0.548611,0.030784,0.458333,0.056986,0.006076,0.005044,0.189451,0.009341,0.356543,0.027154,0.130360,0.025276,0.474826,0.056849,1.000000,0.000000
8,no_recovery_branch,192,0.574833,0.008496,0.117586,0.006014,0.528646,0.028713,0.431424,0.053142,0.007812,0.004996,0.191773,0.007614,0.305381,0.020135,0.181521,0.018144,0.521701,0.049255,0.998264,0.002400
8,no_type_classifier,192,0.543417,0.007056,0.147715,0.008755,0.539062,0.032206,0.199653,0.035801,0.043403,0.017478,0.166297,0.006126,0.384866,0.027003,0.102036,0.024061,0.358507,0.040173,1.000000,0.000000
8,no_value_of_information_gate,192,0.597180,0.009546,0.105229,0.006143,0.545139,0.031358,0.584201,0.056111,0.011285,0.007261,0.207931,0.008852,0.266777,0.017836,0.220125,0.016684,0.605035,0.054819,1.000000,0.000000
8,recovery_only_protocol,192,0.616055,0.010528,0.104959,0.009016,0.523438,0.028299,0.072049,0.032773,0.097222,0.034484,0.166570,0.008647,0.218737,0.026402,0.268165,0.023423,0.563368,0.052335,0.998264,0.002400
8,v4_protocol_rules,192,0.627937,0.014218,0.081592,0.003156,0.543403,0.032139,0.661458,0.058742,0.021701,0.011537,0.223411,0.008594,0.197147,0.015951,0.289755,0.017805,0.721354,0.056224,0.989583,0.006209
9,conformal_filter_only,192,0.341574,0.017972,0.107488,0.007587,0.533854,0.030279,0.018229,0.009452,0.059028,0.020464,0.140302,0.006392,0.565030,0.030637,-0.079622,0.029148,0.421007,0.036261,0.606771,0.032821
9,full_risk_bounded_typed_disagreement_protocol_v5,192,0.586727,0.009285,0.116490,0.005802,0.552083,0.031140,0.503472,0.049906,0.010417,0.007484,0.195688,0.007856,0.291941,0.018801,0.193467,0.017073,0.528646,0.049420,1.000000,0.000000
9,no_fixed_risk_budget,192,0.628844,0.014163,0.081675,0.002976,0.539931,0.030371,0.674479,0.058113,0.024306,0.011808,0.224623,0.008331,0.195012,0.015940,0.290396,0.017771,0.729167,0.055038,0.993056,0.004723
9,no_probe_action,192,0.598191,0.008202,0.110799,0.005921,0.543403,0.029198,0.234375,0.046726,0.007812,0.004996,0.186314,0.006601,0.261394,0.017479,0.224015,0.015718,0.541667,0.049616,1.000000,0.000000
9,no_protocol_cost_model,192,0.553547,0.007549,0.133580,0.009983,0.547743,0.029211,0.451389,0.057839,0.009549,0.005493,0.189307,0.009380,0.358252,0.027266,0.127156,0.025196,0.471354,0.057275,1.000000,0.000000
9,no_recovery_branch,192,0.572132,0.008564,0.118986,0.006000,0.549479,0.030898,0.433160,0.053622,0.002604,0.002931,0.191497,0.007906,0.309094,0.020508,0.176315,0.018344,0.519097,0.050588,1.000000,0.000000
9,no_type_classifier,192,0.538099,0.007517,0.149184,0.008853,0.578993,0.027919,0.180556,0.033716,0.036458,0.015710,0.165140,0.006106,0.391877,0.028125,0.093531,0.025214,0.351562,0.040321,0.996528,0.003376
9,no_value_of_information_gate,192,0.591493,0.008685,0.108417,0.006178,0.552083,0.029311,0.559896,0.054964,0.013021,0.008669,0.206177,0.008765,0.276758,0.017448,0.208651,0.016194,0.591146,0.053824,1.000000,0.000000
9,recovery_only_protocol,192,0.614897,0.010553,0.105730,0.009204,0.578993,0.029342,0.069444,0.032216,0.100694,0.035534,0.168094,0.008386,0.220781,0.027253,0.264627,0.024146,0.573785,0.050528,1.000000,0.000000
9,v4_protocol_rules,192,0.630992,0.013847,0.080947,0.002739,0.555556,0.029579,0.671007,0.058020,0.015625,0.009077,0.224296,0.008636,0.190845,0.015374,0.294564,0.017243,0.728299,0.056801,0.993924,0.005044
